trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
171,False,"{'a': 0.85, 'e': 0.9910997473659748}",25,0,-125.92140402422261,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 1}",0
172,False,"{'a': 0.85, 'e': 0.9909948884418758}",25,0,-148.0125120568314,"{0: 14, 1: 1, 2: 6, 3: 3, 4: 1}",0
173,False,"{'a': 0.85, 'e': 0.9908894182223387}",30,0,-116.8723574942847,"{0: 20, 1: 4, 2: 2, 3: 3, 4: 1}",0
174,False,"{'a': 0.85, 'e': 0.9907833367724228}",20,0,-127.62201430285985,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 3}",0
175,False,"{'a': 0.85, 'e': 0.9906766441575645}",30,0,-133.92619800731077,"{0: 16, 1: 5, 2: 6, 3: 3, 4: 0}",0
176,False,"{'a': 0.85, 'e': 0.9905693404435773}",20,0,-48.67922524160747,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
177,False,"{'a': 0.85, 'e': 0.9904614256966512}",20,8,-74.55021616061576,"{0: 5, 1: 2, 2: 3, 3: 2, 4: 0}",1
178,False,"{'a': 0.85, 'e': 0.9903528999833537}",20,6,-76.44012345664156,"{0: 8, 1: 1, 2: 4, 3: 0, 4: 1}",1
179,False,"{'a': 0.85, 'e': 0.9902437633706288}",25,0,-167.99857217153007,"{0: 13, 1: 2, 2: 7, 3: 1, 4: 2}",0
180,False,"{'a': 0.85, 'e': 0.9901340159257975}",25,0,-41.051526529137114,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
181,False,"{'a': 0.85, 'e': 0.9900236577165575}",35,0,-85.51391728368769,"{0: 23, 1: 4, 2: 7, 3: 1, 4: 0}",0
182,False,"{'a': 0.85, 'e': 0.9899126888109834}",25,0,-54.817130754955016,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
